Number,Model,Company,Price,Rating,No_of_ratings,TotalReviews,RamSize,RomSize,,15228.30579
902,"POCO C31 (Royal Blue, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
1083,"POCO C31 (Shadow Gray, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
1118,"POCO C31 (Royal Blue, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
1300,"realme C11 2021 (Cool Grey, 32 GB)",realme,7499,4.4,"2,33,435","10,147",2 GB,32 GB,,
1323,"POCO C31 (Shadow Gray, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
1358,"POCO C31 (Royal Blue, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
1540,"realme C11 2021 (Cool Grey, 32 GB)",realme,7499,4.4,"2,33,435","10,147",2 GB,32 GB,,
1587,"POCO C31 (Shadow Gray, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
1622,"POCO C31 (Royal Blue, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
1804,"realme C11 2021 (Cool Grey, 32 GB)",realme,7499,4.4,"2,33,435","10,147",2 GB,32 GB,,
1875,"POCO C31 (Shadow Gray, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
1910,"POCO C31 (Royal Blue, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
2092,"realme C11 2021 (Cool Grey, 32 GB)",realme,7499,4.4,"2,33,435","10,147",2 GB,32 GB,,
2172,"realme C30s (Stripe Blue, 32 GB)",realme,7499,4.5,"3,975",143,2 GB,32 GB,,
2187,"POCO C31 (Shadow Gray, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
2222,"POCO C31 (Royal Blue, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
2404,"realme C11 2021 (Cool Grey, 32 GB)",realme,7499,4.4,"2,33,435","10,147",2 GB,32 GB,,
2484,"realme C30s (Stripe Blue, 32 GB)",realme,7499,4.5,"3,975",143,2 GB,32 GB,,
2523,"POCO C31 (Shadow Gray, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
2558,"POCO C31 (Royal Blue, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
2740,"realme C11 2021 (Cool Grey, 32 GB)",realme,7499,4.4,"2,33,435","10,147",2 GB,32 GB,,
2820,"realme C30s (Stripe Blue, 32 GB)",realme,7499,4.5,"3,975",143,2 GB,32 GB,,
2883,"POCO C31 (Shadow Gray, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
2918,"POCO C31 (Royal Blue, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
3100,"realme C11 2021 (Cool Grey, 32 GB)",realme,7499,4.4,"2,33,435","10,147",2 GB,32 GB,,
3180,"realme C30s (Stripe Blue, 32 GB)",realme,7499,4.5,"3,975",143,2 GB,32 GB,,
3255,"realme C30s (Stripe Black, 32 GB)",realme,7499,4.5,"3,975",143,2 GB,32 GB,,
3267,"POCO C31 (Shadow Gray, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
3302,"POCO C31 (Royal Blue, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
3484,"realme C11 2021 (Cool Grey, 32 GB)",realme,7499,4.4,"2,33,435","10,147",2 GB,32 GB,,
3564,"realme C30s (Stripe Blue, 32 GB)",realme,7499,4.5,"3,975",143,2 GB,32 GB,,
3639,"realme C30s (Stripe Black, 32 GB)",realme,7499,4.5,"3,975",143,2 GB,32 GB,,
3651,"POCO C31 (Shadow Gray, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
3686,"POCO C31 (Royal Blue, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
3868,"realme C11 2021 (Cool Grey, 32 GB)",realme,7499,4.4,"2,33,435","10,147",2 GB,32 GB,,
3948,"realme C30s (Stripe Blue, 32 GB)",realme,7499,4.5,"3,975",143,2 GB,32 GB,,
4023,"realme C30s (Stripe Black, 32 GB)",realme,7499,4.5,"3,975",143,2 GB,32 GB,,
4055,"Redmi 9A Sport (Coral Green, 32 GB)",Redmi,7499,4.2,"5,872",437,3 GB,32 GB,,
4059,"POCO C31 (Shadow Gray, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
4094,"POCO C31 (Royal Blue, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
4276,"realme C11 2021 (Cool Grey, 32 GB)",realme,7499,4.4,"2,33,435","10,147",2 GB,32 GB,,
4356,"realme C30s (Stripe Blue, 32 GB)",realme,7499,4.5,"3,975",143,2 GB,32 GB,,
4431,"realme C30s (Stripe Black, 32 GB)",realme,7499,4.5,"3,975",143,2 GB,32 GB,,
4463,"Redmi 9A Sport (Coral Green, 32 GB)",Redmi,7499,4.2,"5,872",437,3 GB,32 GB,,
4491,"POCO C31 (Shadow Gray, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
4526,"POCO C31 (Royal Blue, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
4708,"realme C11 2021 (Cool Grey, 32 GB)",realme,7499,4.4,"2,33,435","10,147",2 GB,32 GB,,
4788,"realme C30s (Stripe Blue, 32 GB)",realme,7499,4.5,"3,975",143,2 GB,32 GB,,
4863,"realme C30s (Stripe Black, 32 GB)",realme,7499,4.5,"3,975",143,2 GB,32 GB,,
4895,"Redmi 9A Sport (Coral Green, 32 GB)",Redmi,7499,4.2,"5,872",437,3 GB,32 GB,,
4947,"POCO C31 (Shadow Gray, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
4982,"POCO C31 (Royal Blue, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
5164,"realme C11 2021 (Cool Grey, 32 GB)",realme,7499,4.4,"2,33,435","10,147",2 GB,32 GB,,
5244,"realme C30s (Stripe Blue, 32 GB)",realme,7499,4.5,"3,975",143,2 GB,32 GB,,
5319,"realme C30s (Stripe Black, 32 GB)",realme,7499,4.5,"3,975",143,2 GB,32 GB,,
5351,"Redmi 9A Sport (Coral Green, 32 GB)",Redmi,7499,4.2,"5,872",437,3 GB,32 GB,,
5427,"POCO C31 (Shadow Gray, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
5462,"POCO C31 (Royal Blue, 64 GB)",POCO,7499,4.3,"1,83,688","11,185",4 GB,64 GB,,
216,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
312,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
432,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
576,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
744,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
936,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
1152,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
1392,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
1656,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
1944,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
2256,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
2592,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
2952,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
3336,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
3720,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
4128,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
4560,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
5016,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
5496,"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",Infinix,7599,4.2,"9,919",738,3 GB,64 GB,,
501,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
645,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
813,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
856,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
1005,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
1048,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
1221,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
1264,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
1461,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
1504,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
1725,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
1768,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
2013,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
2056,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
2325,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
2368,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
2661,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
2704,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
3021,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
3064,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
3405,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
3448,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
3789,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
3832,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
4197,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
4240,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
4629,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
4672,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
5085,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
5128,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
5565,"REDMI 10A (Sea Blue, 32 GB)",REDMI,7890,4.1,749,53,3 GB,32 GB,,
1319,"REDMI 10A (Charcoal Black, 32 GB)",REDMI,7990,4.1,"1,550",103,3 GB,32 GB,,
1559,"REDMI 10A (Charcoal Black, 32 GB)",REDMI,7990,4.1,"1,550",103,3 GB,32 GB,,
1823,"REDMI 10A (Charcoal Black, 32 GB)",REDMI,7990,4.1,"1,550",103,3 GB,32 GB,,
2111,"REDMI 10A (Charcoal Black, 32 GB)",REDMI,7990,4.1,"1,550",103,3 GB,32 GB,,
2423,"REDMI 10A (Charcoal Black, 32 GB)",REDMI,7990,4.1,"1,550",103,3 GB,32 GB,,
2759,"REDMI 10A (Charcoal Black, 32 GB)",REDMI,7990,4.1,"1,550",103,3 GB,32 GB,,
3119,"REDMI 10A (Charcoal Black, 32 GB)",REDMI,7990,4.1,"1,550",103,3 GB,32 GB,,
3503,"REDMI 10A (Charcoal Black, 32 GB)",REDMI,7990,4.1,"1,550",103,3 GB,32 GB,,
3887,"REDMI 10A (Charcoal Black, 32 GB)",REDMI,7990,4.1,"1,550",103,3 GB,32 GB,,
4295,"REDMI 10A (Charcoal Black, 32 GB)",REDMI,7990,4.1,"1,550",103,3 GB,32 GB,,
4727,"REDMI 10A (Charcoal Black, 32 GB)",REDMI,7990,4.1,"1,550",103,3 GB,32 GB,,
5183,"REDMI 10A (Charcoal Black, 32 GB)",REDMI,7990,4.1,"1,550",103,3 GB,32 GB,,
1,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
2,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
25,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
26,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
73,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
74,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
145,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
146,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
241,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
242,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
361,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
362,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
505,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
506,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
673,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
674,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
865,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
866,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
1081,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
1082,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
1321,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
1322,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
1585,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
1586,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
1873,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
1874,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
2185,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
2186,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
2521,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
2522,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
2860,"vivo Y01 (Elegant Black, 32 GB)",vivo,7999,4.3,549,40,2 GB,32 GB,,
2868,"vivo Y01A (Sapphire Blue, 32 GB)",vivo,7999,4.2,544,32,2 GB,32 GB,,
2881,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
2882,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
3220,"vivo Y01 (Elegant Black, 32 GB)",vivo,7999,4.3,549,40,2 GB,32 GB,,
3228,"vivo Y01A (Sapphire Blue, 32 GB)",vivo,7999,4.2,544,32,2 GB,32 GB,,
3265,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
3266,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
3604,"vivo Y01 (Elegant Black, 32 GB)",vivo,7999,4.3,549,40,2 GB,32 GB,,
3612,"vivo Y01A (Sapphire Blue, 32 GB)",vivo,7999,4.2,544,32,2 GB,32 GB,,
3649,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
3650,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
3988,"vivo Y01 (Elegant Black, 32 GB)",vivo,7999,4.3,549,40,2 GB,32 GB,,
3996,"vivo Y01A (Sapphire Blue, 32 GB)",vivo,7999,4.2,544,32,2 GB,32 GB,,
4057,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
4058,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
4396,"vivo Y01 (Elegant Black, 32 GB)",vivo,7999,4.3,549,40,2 GB,32 GB,,
4404,"vivo Y01A (Sapphire Blue, 32 GB)",vivo,7999,4.2,544,32,2 GB,32 GB,,
4489,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
4490,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
4828,"vivo Y01 (Elegant Black, 32 GB)",vivo,7999,4.3,549,40,2 GB,32 GB,,
4836,"vivo Y01A (Sapphire Blue, 32 GB)",vivo,7999,4.2,544,32,2 GB,32 GB,,
4945,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
4946,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
5284,"vivo Y01 (Elegant Black, 32 GB)",vivo,7999,4.3,549,40,2 GB,32 GB,,
5292,"vivo Y01A (Sapphire Blue, 32 GB)",vivo,7999,4.2,544,32,2 GB,32 GB,,
5425,"MOTOROLA e40 (Carbon Gray, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
5426,"MOTOROLA e40 (Pink Clay, 64 GB)",MOTOROLA,7999,4.1,"56,085","5,600",4 GB,64 GB,,
0,"Infinix HOT 20 Play (Luna Blue, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
24,"Infinix HOT 20 Play (Luna Blue, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
53,"Infinix HOT 20 Play (Racing Black, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
54,"Infinix HOT 20 Play (Aurora Green, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
55,"Infinix HOT 20 Play (Fantasy Purple, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
72,"Infinix HOT 20 Play (Luna Blue, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
101,"Infinix HOT 20 Play (Racing Black, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
102,"Infinix HOT 20 Play (Aurora Green, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
103,"Infinix HOT 20 Play (Fantasy Purple, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
144,"Infinix HOT 20 Play (Luna Blue, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
173,"Infinix HOT 20 Play (Racing Black, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
174,"Infinix HOT 20 Play (Aurora Green, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
175,"Infinix HOT 20 Play (Fantasy Purple, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
240,"Infinix HOT 20 Play (Luna Blue, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
269,"Infinix HOT 20 Play (Racing Black, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
270,"Infinix HOT 20 Play (Aurora Green, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
271,"Infinix HOT 20 Play (Fantasy Purple, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
360,"Infinix HOT 20 Play (Luna Blue, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
389,"Infinix HOT 20 Play (Racing Black, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
390,"Infinix HOT 20 Play (Aurora Green, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
391,"Infinix HOT 20 Play (Fantasy Purple, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
504,"Infinix HOT 20 Play (Luna Blue, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
533,"Infinix HOT 20 Play (Racing Black, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
534,"Infinix HOT 20 Play (Aurora Green, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
535,"Infinix HOT 20 Play (Fantasy Purple, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
672,"Infinix HOT 20 Play (Luna Blue, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
701,"Infinix HOT 20 Play (Racing Black, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
702,"Infinix HOT 20 Play (Aurora Green, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
703,"Infinix HOT 20 Play (Fantasy Purple, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
864,"Infinix HOT 20 Play (Luna Blue, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
893,"Infinix HOT 20 Play (Racing Black, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
894,"Infinix HOT 20 Play (Aurora Green, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
895,"Infinix HOT 20 Play (Fantasy Purple, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
1080,"Infinix HOT 20 Play (Luna Blue, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
1109,"Infinix HOT 20 Play (Racing Black, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
1110,"Infinix HOT 20 Play (Aurora Green, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
1111,"Infinix HOT 20 Play (Fantasy Purple, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
1320,"Infinix HOT 20 Play (Luna Blue, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
1349,"Infinix HOT 20 Play (Racing Black, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
1350,"Infinix HOT 20 Play (Aurora Green, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
1351,"Infinix HOT 20 Play (Fantasy Purple, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
1584,"Infinix HOT 20 Play (Luna Blue, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
1613,"Infinix HOT 20 Play (Racing Black, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
1614,"Infinix HOT 20 Play (Aurora Green, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
1615,"Infinix HOT 20 Play (Fantasy Purple, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
1872,"Infinix HOT 20 Play (Luna Blue, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
1901,"Infinix HOT 20 Play (Racing Black, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
1902,"Infinix HOT 20 Play (Aurora Green, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
1903,"Infinix HOT 20 Play (Fantasy Purple, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
2184,"Infinix HOT 20 Play (Luna Blue, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
2213,"Infinix HOT 20 Play (Racing Black, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
2214,"Infinix HOT 20 Play (Aurora Green, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
2215,"Infinix HOT 20 Play (Fantasy Purple, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
2520,"Infinix HOT 20 Play (Luna Blue, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
2549,"Infinix HOT 20 Play (Racing Black, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
2550,"Infinix HOT 20 Play (Aurora Green, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB,,
